time,QQQ종가,TQQQ종가,SPY종가,QQQ3일선,QQQ161일선,TQQQ200일선,SPY200일선,TQQQ200일 이격도
2000-03-22,114.0,113.61513427136245,150.09375,111.14583333333333,,,,
2000-03-23,116.0,119.59487818038154,152.65625,113.91666666666667,,,,
2000-03-24,117.5625,124.42764534823101,153.5625,115.85416666666667,,,,
2000-03-27,117.75,125.02299293362925,151.9375,117.10416666666667,,,,
2000-03-28,114.75,115.46709538456204,151.0625,116.6875,,,,
2000-03-29,110.0,101.12804432373407,151.21875,114.16666666666667,,,,
2000-03-30,107.25,93.543440999454,148.6875,110.66666666666667,,,,
2000-03-31,109.5,99.4307904329861,150.375,108.91666666666667,,,,
2000-04-03,102.9375,81.55367913938417,151.25,106.5625,,,,
2000-04-04,101.9375,79.17688703331832,150.125,104.79166666666667,,,,
2000-04-05,100.125,74.95347245827314,149.1875,101.66666666666667,,,,
2000-04-06,102.5,80.28724016129634,150.484375,101.52083333333333,,,,
2000-04-07,106.625,89.98045574174553,151.4375,103.08333333333333,,,,
2000-04-10,100.125,73.52447555919888,150.84375,103.08333333333333,,,,
2000-04-11,97.75,68.29239677408736,150.40625,101.5,,,,
2000-04-12,92.0,56.240797343366054,146.28125,96.625,,,,
2000-04-13,88.0,48.90504116814441,144.25,92.58333333333333,,,,
2000-04-14,80.375,36.192509159947775,136.0,86.79166666666667,,,,
2000-04-17,89.625,48.688212166959296,140.75,86.0,,,,
2000-04-18,92.0,52.558823176048115,144.46875,87.33333333333333,,,,
2000-04-19,89.1875,47.73855067009261,143.125,90.27083333333333,,,,
2000-04-20,87.25,44.627348699301706,143.8125,89.47916666666667,,,,
2000-04-24,84.75,40.79118691999209,142.25,87.0625,,,,
2000-04-25,90.46875,49.04869489162766,148.15625,87.48958333333333,,,,
2000-04-26,87.375,44.016756244714564,146.484375,87.53125,,,,
2000-04-27,91.25,49.873062869547816,146.0,89.69791666666667,,,,
2000-04-28,94.75,55.611881062756076,145.09375,91.125,,,,
2000-05-01,95.625,57.15257961462662,147.0625,93.875,,,,
2000-05-02,90.125,47.29095803406359,144.125,93.5,,,,
2000-05-03,89.125,45.716779125856206,140.75,91.625,,,,
2000-05-04,89.3125,46.00531419747801,141.8125,89.52083333333333,,,,
2000-05-05,91.4375,49.289108492889326,143.53125,89.95833333333333,,,,
2000-05-08,87.875,43.528043863850314,142.453125,89.54166666666667,,,,
2000-05-09,86.0,40.74175371609318,141.3125,88.4375,,,,
2000-05-10,79.75,31.859103923340307,138.125,84.54166666666667,,,,
2000-05-11,84.625,37.7016041726049,141.28125,83.45833333333333,,,,
2000-05-12,84.625,37.7016041726049,142.8125,83.0,,,,
2000-05-15,88.3125,42.630100434459465,145.28125,85.85416666666667,,,,
2000-05-16,90.8125,46.25049112953034,146.6875,87.91666666666667,,,,
2000-05-17,88.9375,43.38569814834813,145.15625,89.35416666666667,,,,
2000-05-18,85.75,38.72089715277732,143.375,88.5,,,,
2000-05-19,81.6875,33.21756264491174,141.125,85.45833333333333,,,,
